Element Stiffness Matrix for Triangle ID 1:
 3305212.36601483	 1291329.18779804	-146229.445921286	-198293.208060926	 201916.160669025	-722846.172940878	-2153195.08309421	 -843516.02755367	 257818.985182132	 304636.095417075	-366783.807561463	 342213.192451654	-1152017.28292063	-447813.160244371	-111589.539260846	 -50793.672135111	 244029.884660925	-529797.534390937
 1291329.18779804	 4729610.42538521	 479950.939075064	 53255.1067485898	-77233.5255665338	 382459.819345732	-1081207.46505824	-1939111.11283427	 177350.221053955	  371530.29841511	-198731.279483484	 869318.938245148	  -210121.7227398	-2790499.31255094	-657301.160129018	-575396.429025962	 297573.505179814	-720767.566809166
-146229.445921286	 479950.939075064	 2285884.14452534	  502713.96554802	 -321696.22727417	  275526.73362746	 155483.759824764	 49420.4620376248	-1061822.04462339	 166795.924454542	-362134.765246205	-105904.815933592	-9254.31390347765	-529371.401112688	-1224062.09990194	 302602.412254539	 135849.244982792	-246779.833044703
-198293.208060926	 53255.1067485898	  502713.96554802	 249038.151040614	-51176.3929969463	 120330.841690196	 170598.969057151	-49001.6530462573	-140306.061825833	  2185.2754470802	-1654.61555919726	-63.5405146652157	 27694.2390037757	-4253.45370233257	-362407.903722187	 62156.0170405198	 39630.3937661594	-14990.0696220219
 201916.160669025	-77233.5255665338	 -321696.22727417	-51176.3929969463	 226231.915446803	-96156.7427219007	-10679.1487470083	-61424.3923257792	 345948.602895866	 1555.73144183713	 76836.1655595175	 30783.7076543502	-191237.011922017	 138657.917892313	 -24252.375621696	 36174.2967297265	 26016.8263499604	-9389.12737498049
-722846.172940878	 382459.819345732	  275526.73362746	 120330.841690196	-96156.7427219006	 407385.260945598	 398516.507382541	 -156275.90434359	-109174.576731371	 1318.63625735202	 32511.5735064519	 16678.5579905756	 324329.665558337	-226183.915002142	-166352.156896089	-16478.0511530079	-11249.2602668076	 6628.59673446362
-2153195.08309421	-1081207.46505824	 155483.759824764	 170598.969057151	-10679.1487470083	 398516.507382541	 2355458.16014457	 487662.177327521	-522779.126771897	-193849.574971795	 299293.176515333	 -251185.98196748	-202263.077050367	 593545.287730721	 367295.366947133	 13889.0133370905	-16820.5070256215	 130990.406007548
 -843516.02755367	-1939111.11283427	 49420.4620376248	-49001.6530462573	-61424.3923257793	 -156275.90434359	 487662.177327521	 1510068.49421622	-40301.0625228722	-307310.464072562	 130456.214798801	-658157.327331245	  355853.85022615	 429042.618618057	-9119.39951475271	 137762.303174592	 -105632.80169525	 171819.328848534
 257818.985182132	 177350.221053955	-1061822.04462339	-140306.061825833	 345948.602895866	-109174.576731371	-522779.126771897	-40301.0625228721	 1258063.79086243	 -74863.980910731	 327856.721183746	 63393.3601729935	 264960.141589765	-137049.158531083	-196241.746239038	-55806.7037448794	 34032.1073067868	 91743.7883581596
 304636.095417075	  371530.29841511	 166795.924454542	  2185.2754470802	 1555.73144183714	 1318.63625735202	-193849.574971795	-307310.464072562	 -74863.980910731	 127407.454565174	-82988.0569839227	 123435.359151151	-110786.520445281	-64219.8343425481	-91931.9435438109	 15772.4244270902	 31819.5650542643	-45868.1351716747
-366783.807561463	-198731.279483484	-362134.765246205	-1654.61555919725	 76836.1655595175	 32511.5735064519	 299293.176515333	 130456.214798802	 327856.721183746	-82988.0569839227	 221638.767283737	-42085.4072411537	   67490.63104613	 68275.0646846825	 34278.0440624593	 -44542.398974034	-9575.77333695129	   60710.28666535
 342213.192451654	 869318.938245148	-105904.815933592	-63.5405146652119	 30783.7076543501	 16678.5579905756	 -251185.98196748	-658157.327331245	 63393.3601729934	 123435.359151151	-42085.4072411537	 338578.770005801	-91027.2104841739	-211161.610913903	 42511.4557605981	 -78744.871833326	 19610.9195248489	-44078.2125310658
-1152017.28292063	  -210121.7227398	-9254.31390347766	 27694.2390037757	-191237.011922017	 324329.665558337	-202263.077050367	  355853.85022615	 264960.141589765	-110786.520445281	   67490.63104613	-91027.2104841739	 1354280.35997099	 -145732.12748635	-255705.827686287	 36904.6587980205	-227209.377635303	 398807.128383389
-447813.160244371	-2790499.31255094	-529371.401112689	-4253.45370233258	 138657.917892313	-226183.915002143	 593545.287730721	 429042.618618057	-137049.158531083	-64219.8343425481	 68275.0646846824	-211161.610913903	 -145732.12748635	 2361456.69393288	 666420.559643771	  437634.12585137	-191940.703484564	 548948.237960632
-111589.539260846	-657301.160129018	-1224062.09990194	-362407.903722187	 -24252.375621696	-166352.156896089	 367295.366947133	-9119.39951475273	-196241.746239038	 -91931.943543811	 34278.0440624593	 42511.4557605981	-255705.827686287	 666420.559643771	 1420303.84614098	-246795.708509659	-169881.352289579	 155036.044686544
